,,GWRV Last (V),PSV Last (V),G1R Last,G2R Last,G3R Last
120:03:07,432187,0.642,8.644,208.4,208.2,222.7
120:03:08,432188,0.641,8.645,208.5,208.3,222.7
120:03:09,432189,0.639,8.644,208.5,208.3,222.7
120:03:10,432190,0.639,8.645,208.5,209.2,222.7
120:03:11,432191,0.638,8.644,208.5,222.9,222.7
120:03:12,432192,0.638,8.645,208.5,222.9,222.7
120:03:13,432193,0.639,8.644,208.5,222.9,222.7
120:03:14,432194,0.638,8.643,208.5,222.9,222.8
120:03:15,432195,0.637,8.644,208.5,222.9,222.7
120:03:16,432196,0.637,8.644,208.5,222.9,222.7
120:03:17,432197,0.637,8.645,208.5,222.9,222.7
120:03:18,432198,0.636,8.645,208.5,222.9,222.7
120:03:19,432199,0.635,8.645,208.5,222.9,222.7
120:03:20,432200,0.635,8.645,208.5,222.9,222.7
120:03:21,432201,0.635,8.644,208.5,222.9,222.7
120:03:22,432202,0.635,8.645,208.5,222.9,222.7
120:03:23,432203,0.630,8.645,208.5,222.9,222.7
120:03:24,432204,0.629,8.645,214.1,222.9,222.7
120:03:25,432205,0.630,8.646,223.3,222.9,222.7
120:03:26,432206,0.628,8.646,223.3,222.9,222.7
120:03:27,432207,0.627,8.645,223.3,222.9,222.7
120:03:28,432208,0.627,8.646,223.3,222.9,222.7
120:03:29,432209,0.627,8.645,223.3,222.9,222.7
120:03:30,432210,0.624,8.646,223.3,222.9,222.7
120:03:31,432211,0.624,8.646,223.3,222.9,222.7
120:03:32,432212,0.625,8.645,223.3,222.9,222.7
120:03:33,432213,0.623,8.646,223.3,222.9,222.7
120:03:34,432214,0.624,8.645,223.3,222.9,222.7
120:03:35,432215,0.623,8.645,223.3,222.9,222.7
120:03:36,432216,0.622,8.645,223.3,222.9,222.7
120:03:37,432217,0.621,8.645,223.3,222.9,222.7
120:03:38,432218,0.622,8.646,223.3,222.9,222.7
120:03:39,432219,0.622,8.645,223.3,222.9,222.7
120:03:40,432220,0.622,8.645,223.3,222.9,222.7
120:03:41,432221,0.619,8.645,223.3,222.9,222.7
120:03:42,432222,0.618,8.645,223.3,222.9,222.7
120:03:43,432223,0.616,8.645,223.3,222.9,222.7
120:03:44,432224,0.617,8.644,223.3,222.9,222.7
120:03:45,432225,0.616,8.645,223.3,222.9,234.2
120:03:46,432226,0.616,8.645,223.3,222.9,239.1
120:03:47,432227,0.613,8.645,223.3,222.9,239.1
120:03:48,432228,0.611,8.645,223.3,222.9,239.1
120:03:49,432229,0.613,8.645,223.3,222.9,239.1
120:03:50,432230,0.611,8.645,223.3,222.9,239.1
120:03:51,432231,0.609,8.646,223.3,222.9,239.1
120:03:52,432232,0.608,8.644,223.4,222.9,239.1
120:03:53,432233,0.608,8.645,223.3,222.9,239.1
120:03:54,432234,0.608,8.645,223.3,222.9,239.1
120:03:55,432235,0.608,8.645,223.3,222.9,239.1
120:03:56,432236,0.608,8.645,223.3,222.9,239.1
120:03:57,432237,0.608,8.645,223.3,222.9,239.1
120:03:58,432238,0.608,8.645,223.3,222.9,239.1
120:03:59,432239,0.601,8.645,223.4,237.2,239.1
120:04:00,432240,0.608,8.645,223.4,239.3,239.1
120:04:01,432241,0.608,8.646,223.3,239.3,239.1
120:04:02,432242,0.600,8.645,223.4,239.3,239.1
120:04:03,432243,0.596,8.645,223.4,239.3,239.1
120:04:04,432244,0.598,8.645,223.4,239.3,239.1
120:04:05,432245,0.591,8.645,223.4,239.3,239.1
120:04:06,432246,0.598,8.645,223.4,239.3,239.1
120:04:07,432247,0.591,8.645,223.4,239.3,239.1
120:04:08,432248,0.596,8.645,223.4,239.3,239.1
120:04:09,432249,0.589,8.646,223.4,239.3,239.1
120:04:10,432250,0.596,8.645,223.4,239.3,239.1
120:04:11,432251,0.591,8.645,223.4,239.3,239.1
120:04:12,432252,0.586,8.645,239.7,239.3,239.1
120:04:13,432253,0.586,8.645,239.7,239.3,239.1
120:04:14,432254,0.586,8.646,239.6,239.3,239.1
120:04:15,432255,0.586,8.646,239.6,239.3,239.1
120:04:16,432256,0.588,8.646,239.6,239.3,239.1
120:04:17,432257,0.586,8.646,239.6,239.3,239.1
120:04:18,432258,0.586,8.645,239.6,239.3,239.1
120:04:19,432259,0.581,8.647,239.6,239.3,239.1
120:04:20,432260,0.581,8.646,239.6,239.3,239.1
120:04:21,432261,0.581,8.646,239.6,239.3,239.1
120:04:22,432262,0.581,8.646,239.6,239.3,239.1
120:04:23,432263,0.579,8.646,239.6,239.3,239.1
120:04:24,432264,0.577,8.647,239.6,239.3,239.1
120:04:25,432265,0.574,8.646,239.6,239.3,239.1
120:04:26,432266,0.574,8.646,239.6,239.3,239.1
120:04:27,432267,0.569,8.646,239.6,239.3,239.1
120:04:28,432268,0.567,8.646,239.6,239.3,239.1
120:04:29,432269,0.562,8.647,239.6,239.3,239.1
120:04:30,432270,0.558,8.646,239.6,239.3,239.1
120:04:31,432271,0.560,8.646,239.6,239.3,239.1
120:04:32,432272,0.558,8.646,239.6,239.3,239.1
120:04:33,432273,0.560,8.646,239.6,239.3,239.1
120:04:34,432274,0.558,8.646,239.6,239.3,239.1
120:04:35,432275,0.555,8.647,239.6,239.3,239.1
120:04:36,432276,0.551,8.646,239.6,239.3,239.1
120:04:37,432277,0.551,8.647,239.6,239.3,239.1
120:04:38,432278,0.551,8.646,239.7,239.3,239.1
120:04:39,432279,0.551,8.646,239.6,239.3,239.1
120:04:40,432280,0.548,8.646,239.6,239.3,239.1
120:04:41,432281,0.546,8.646,239.6,239.3,239.1
120:04:42,432282,0.548,8.647,239.6,239.3,239.1
120:04:43,432283,0.548,8.646,239.6,239.3,239.1
120:04:44,432284,0.546,8.647,239.6,239.3,239.1
120:04:45,432285,0.546,8.647,239.6,239.2,239.0
120:04:46,432286,0.544,8.646,239.6,239.3,239.1
120:04:47,432287,0.541,8.647,239.6,239.3,239.1
120:04:48,432288,0.541,8.646,239.6,239.3,239.1
120:04:49,432289,0.541,8.646,239.6,239.3,239.1
120:04:50,432290,0.537,8.646,239.6,239.3,239.1
120:04:51,432291,0.537,8.645,239.7,239.3,239.1
120:04:52,432292,0.541,8.646,239.6,239.3,239.1
120:04:53,432293,0.537,8.646,239.7,239.3,239.1
120:04:54,432294,0.534,8.646,239.6,239.3,239.1
120:04:55,432295,0.537,8.647,239.6,239.3,239.1
120:04:56,432296,0.534,8.646,239.6,239.3,239.1
120:04:57,432297,0.532,8.646,239.6,239.3,239.1
120:04:58,432298,0.534,8.647,239.6,239.3,239.1
120:04:59,432299,0.529,8.646,239.6,239.3,239.1
120:05:00,432300,0.520,8.647,239.6,239.3,239.1
120:05:01,432301,0.524,8.646,239.6,239.3,239.1
120:05:02,432302,0.522,8.646,239.7,239.3,239.1
120:05:03,432303,0.516,8.647,239.6,239.3,239.1
120:05:04,432304,0.521,8.646,239.6,239.3,239.1
120:05:05,432305,0.516,8.646,239.6,239.3,239.1
120:05:06,432306,0.524,8.646,239.6,239.3,239.1
120:05:07,432307,0.522,8.647,239.6,239.3,239.1
120:05:08,432308,0.519,8.647,239.6,239.3,239.1
120:05:09,432309,0.514,8.646,239.6,239.3,239.1
120:05:10,432310,0.507,8.647,239.6,239.3,239.1
120:05:11,432311,0.520,8.646,239.6,239.3,239.1
120:05:12,432312,0.516,8.646,239.6,239.3,239.1
120:05:13,432313,0.511,8.647,239.6,239.3,239.1
120:05:14,432314,0.515,8.646,239.6,239.3,239.1
120:05:15,432315,0.515,8.646,239.6,239.3,239.1
120:05:16,432316,0.513,8.647,239.6,239.3,239.1
120:05:17,432317,0.504,8.645,239.7,239.3,239.1
120:05:18,432318,0.509,8.647,239.6,239.3,239.0
120:05:19,432319,0.504,8.646,239.6,239.3,239.1
120:05:20,432320,0.509,8.646,239.6,239.3,239.1
120:05:21,432321,0.501,8.646,239.6,239.3,239.1
120:05:22,432322,0.496,8.646,239.6,239.3,239.1
120:05:23,432323,0.508,8.646,239.6,239.3,239.1
120:05:24,432324,0.499,8.646,239.7,239.3,239.1
120:05:25,432325,0.491,8.645,239.7,239.3,239.1
120:05:26,432326,0.500,8.646,239.6,239.3,239.1
120:05:27,432327,0.492,8.645,239.7,239.3,239.1
120:05:28,432328,0.491,8.646,239.6,239.3,239.1
120:05:29,432329,0.492,8.646,239.6,239.3,239.1
120:05:30,432330,0.496,8.645,239.7,239.3,239.1
120:05:31,432331,0.493,8.647,239.6,239.3,239.1
120:05:32,432332,0.492,8.645,239.7,239.3,239.1
120:05:33,432333,0.491,8.646,239.6,239.3,239.1
120:05:34,432334,0.492,8.646,239.6,239.3,239.1
120:05:35,432335,0.489,8.646,239.6,239.3,239.1
120:05:36,432336,0.491,8.646,239.6,239.3,239.1
120:05:37,432337,0.490,8.645,239.7,239.3,239.1
120:05:38,432338,0.486,8.646,239.6,239.3,239.1
120:05:39,432339,0.482,8.646,239.7,239.3,239.1
120:05:40,432340,0.480,8.645,239.7,239.3,239.1
120:05:41,432341,0.477,8.646,239.6,239.3,239.1
120:05:42,432342,0.482,8.646,239.6,239.3,239.1
120:05:43,432343,0.472,8.645,239.6,239.3,239.1
120:05:44,432344,0.480,8.646,239.6,239.3,239.1
120:05:45,432345,0.479,8.645,239.7,239.3,239.1
120:05:46,432346,0.477,8.646,239.6,239.3,239.1
120:05:47,432347,0.476,8.646,239.6,239.3,239.1
120:05:48,432348,0.472,8.645,239.6,239.3,239.1
120:05:49,432349,0.474,8.646,239.6,239.3,239.1
120:05:50,432350,0.475,8.646,239.6,239.3,239.1
120:05:51,432351,0.469,8.646,239.6,239.3,239.1
120:05:52,432352,0.467,8.646,239.6,239.3,239.1
120:05:53,432353,0.463,8.645,239.6,239.3,239.1
120:05:54,432354,0.466,8.647,239.6,239.3,239.0
120:05:55,432355,0.468,8.646,239.6,239.3,239.1
120:05:56,432356,0.466,8.646,239.6,239.3,239.1
120:05:57,432357,0.466,8.647,239.6,239.3,239.1
120:05:58,432358,0.463,8.646,239.6,239.3,239.1
120:05:59,432359,0.460,8.647,239.6,239.3,239.1
120:06:00,432360,0.462,8.646,239.6,239.3,239.1
120:06:01,432361,0.458,8.646,239.6,239.3,239.1
120:06:02,432362,0.451,8.647,239.6,239.3,239.0
120:06:03,432363,0.454,8.646,239.6,239.3,239.1
120:06:04,432364,0.464,8.646,239.6,239.3,239.1
120:06:05,432365,0.465,8.649,239.6,239.2,239.0
120:06:06,432366,0.561,8.649,229.0,230.3,237.9
120:06:07,432367,0.677,8.645,197.8,194.9,208.3
120:06:08,432368,0.788,8.644,172.8,169.1,179.3
120:06:09,432369,0.891,8.643,148.3,147.6,157.1
120:06:10,432370,0.998,8.645,130.8,130.1,138.1
120:06:11,432371,1.105,8.644,116.4,115.7,122.7
120:06:12,432372,1.202,8.645,103.6,103.5,109.4
120:06:13,432373,1.312,8.643,92.3,91.9,97.5
120:06:14,432374,1.432,8.643,81.0,80.9,87.1
120:06:15,432375,1.539,8.643,70.0,69.9,75.8
120:06:16,432376,1.666,8.645,62.5,62.3,67.9
120:06:17,432377,1.718,8.646,62.5,62.3,62.3
120:06:18,432378,1.710,8.645,62.5,62.3,62.3
120:06:19,432379,1.713,8.646,62.5,62.3,62.3
120:06:20,432380,1.711,8.646,62.5,62.3,62.3
120:06:21,432381,1.706,8.646,62.5,62.3,62.3
120:06:22,432382,1.701,8.646,62.5,62.3,62.3
120:06:23,432383,1.701,8.646,62.5,62.3,62.3
120:06:24,432384,1.701,8.645,62.5,62.3,62.3
120:06:25,432385,1.701,8.646,62.5,62.3,62.3
120:06:26,432386,1.699,8.646,62.5,62.3,62.3
120:06:27,432387,1.699,8.646,62.5,62.3,62.3
120:06:28,432388,1.696,8.646,62.5,62.3,62.3
120:06:29,432389,1.699,8.646,62.5,62.3,62.3
120:06:30,432390,1.694,8.647,62.5,62.3,62.3
120:06:31,432391,1.696,8.647,62.5,62.3,62.3
120:06:32,432392,1.694,8.647,62.5,62.3,62.3
120:06:33,432393,1.687,8.647,62.5,62.3,62.3
120:06:34,432394,1.694,8.647,62.5,62.3,62.3
120:06:35,432395,1.691,8.647,62.5,62.3,62.3
120:06:36,432396,1.688,8.647,62.5,62.3,62.3
120:06:37,432397,1.690,8.647,62.5,62.3,62.3
120:06:38,432398,1.683,8.647,62.5,62.3,62.3
120:06:39,432399,1.684,8.647,62.5,62.3,62.3
120:06:40,432400,1.685,8.647,62.5,62.3,62.3
120:06:41,432401,1.684,8.646,62.5,62.3,63.5
120:06:42,432402,1.683,8.647,62.5,62.3,67.9
120:06:43,432403,1.684,8.648,62.5,62.3,67.9
120:06:44,432404,1.681,8.647,62.5,62.3,67.9
120:06:45,432405,1.680,8.648,62.5,62.3,67.9
120:06:46,432406,1.679,8.647,62.5,62.3,67.9
120:06:47,432407,1.679,8.647,62.5,62.3,67.9
120:06:48,432408,1.674,8.648,62.5,62.3,67.9
120:06:49,432409,1.670,8.647,62.5,62.3,67.9
120:06:50,432410,1.665,8.648,62.5,62.3,67.9
120:06:51,432411,1.667,8.648,62.5,62.3,67.9
120:06:52,432412,1.670,8.647,62.5,62.3,67.9
120:06:53,432413,1.668,8.648,62.5,62.3,67.9
120:06:54,432414,1.666,8.648,62.5,62.3,67.9
120:06:55,432415,1.666,8.647,62.6,62.3,67.9
120:06:56,432416,1.666,8.648,62.6,62.3,67.9
120:06:57,432417,1.661,8.647,68.1,62.3,67.9
120:06:58,432418,1.659,8.648,68.1,62.3,67.9
120:06:59,432419,1.661,8.647,68.1,62.4,67.9
120:07:00,432420,1.659,8.648,68.1,62.4,67.9
120:07:01,432421,1.659,8.648,68.1,67.9,67.9
120:07:02,432422,1.659,8.648,68.1,67.9,67.9
120:07:03,432423,1.659,8.648,68.1,68.0,67.9
120:07:04,432424,1.656,8.648,68.1,67.9,67.9
120:07:05,432425,1.651,8.648,68.1,67.9,67.9
120:07:06,432426,1.652,8.648,68.1,67.9,67.9
120:07:07,432427,1.654,8.648,68.1,67.9,67.9
120:07:08,432428,1.654,8.648,68.1,67.9,67.9
120:07:09,432429,1.652,8.648,68.1,67.9,67.9
120:07:10,432430,1.651,8.648,68.1,67.9,67.9
120:07:11,432431,1.647,8.648,68.1,67.9,67.9
120:07:12,432432,1.644,8.648,68.1,67.9,67.9
120:07:13,432433,1.644,8.648,68.1,67.9,67.9
120:07:14,432434,1.642,8.649,68.1,67.9,67.9
120:07:15,432435,1.642,8.648,68.1,67.9,67.9
120:07:16,432436,1.641,8.649,68.1,68.0,67.9
120:07:17,432437,1.635,8.648,68.1,67.9,67.9
120:07:18,432438,1.634,8.648,68.1,67.9,67.9
120:07:19,432439,1.630,8.649,68.1,67.9,67.9
120:07:20,432440,1.631,8.647,68.1,67.9,67.9
120:07:21,432441,1.634,8.648,68.1,67.9,67.9
120:07:22,432442,1.634,8.648,68.1,68.0,68.4
120:07:23,432443,1.631,8.648,68.1,67.9,73.3
120:07:24,432444,1.630,8.649,68.1,68.0,73.3
120:07:25,432445,1.629,8.648,68.1,68.0,73.4
120:07:26,432446,1.627,8.648,68.1,68.0,73.4
120:07:27,432447,1.623,8.648,68.1,68.0,73.3
120:07:28,432448,1.621,8.648,68.1,67.9,73.3
120:07:29,432449,1.621,8.649,68.1,67.9,73.3
120:07:30,432450,1.619,8.647,68.1,68.0,73.4
120:07:31,432451,1.619,8.648,68.1,68.0,73.3
120:07:32,432452,1.617,8.648,68.1,67.9,73.3
120:07:33,432453,1.609,8.647,68.1,68.0,73.3
120:07:34,432454,1.616,8.648,68.1,68.0,73.3
120:07:35,432455,1.606,8.647,68.1,68.0,73.3
120:07:36,432456,1.614,8.648,68.1,68.0,73.3
120:07:37,432457,1.602,8.648,68.1,68.0,73.4
120:07:38,432458,1.606,8.648,68.1,68.0,73.3
120:07:39,432459,1.604,8.648,68.1,68.0,73.3
120:07:40,432460,1.601,8.648,70.4,68.0,73.3
120:07:41,432461,1.601,8.647,73.6,68.0,73.3
120:07:42,432462,1.597,8.648,73.6,68.0,73.3
120:07:43,432463,1.601,8.647,73.6,68.0,73.3
120:07:44,432464,1.599,8.648,73.6,68.1,73.3
120:07:45,432465,1.599,8.649,73.6,73.4,73.3
120:07:46,432466,1.594,8.647,73.6,73.4,73.4
120:07:47,432467,1.599,8.649,73.6,73.4,73.4
120:07:48,432468,1.594,8.647,73.6,73.4,73.3
120:07:49,432469,1.592,8.649,73.6,73.4,73.3
120:07:50,432470,1.590,8.648,73.6,73.4,73.3
120:07:51,432471,1.589,8.648,73.6,73.4,73.3
120:07:52,432472,1.587,8.648,73.6,73.4,73.3
120:07:53,432473,1.587,8.648,73.6,73.4,73.3
120:07:54,432474,1.580,8.648,73.6,73.4,73.3
120:07:55,432475,1.582,8.648,73.6,73.4,73.4
120:07:56,432476,1.580,8.648,73.6,73.4,73.3
120:07:57,432477,1.580,8.649,73.6,73.4,73.3
120:07:58,432478,1.580,8.647,73.6,73.4,73.4
120:07:59,432479,1.578,8.647,73.6,73.4,73.4
120:08:00,432480,1.574,8.648,73.6,73.4,73.4
120:08:01,432481,1.575,8.647,73.6,73.4,73.4
120:08:02,432482,1.574,8.648,73.6,73.4,73.4
120:08:03,432483,1.573,8.648,73.6,73.4,73.4
120:08:04,432484,1.570,8.647,73.6,73.4,73.4
120:08:05,432485,1.567,8.647,73.6,73.4,73.4
120:08:06,432486,1.566,8.647,73.6,73.4,73.4
120:08:07,432487,1.564,8.647,73.6,73.4,73.4
120:08:08,432488,1.565,8.648,73.6,73.4,73.4
120:08:09,432489,1.564,8.646,73.6,73.4,73.5
