,,GWRV Last (V),PSV Last (V),G1R Last,G2R Last,G3R Last
60:00:43,216043,0.743,8.677,194.4,181.2,194.0
60:00:44,216044,0.742,8.674,194.5,181.3,194.1
60:00:45,216045,0.741,8.678,194.4,181.2,193.9
60:00:46,216046,0.741,8.678,194.4,181.2,194.0
60:00:47,216047,0.742,8.676,194.4,181.3,194.0
60:00:48,216048,0.741,8.678,194.4,181.2,194.0
60:00:49,216049,0.742,8.678,194.4,181.2,194.0
60:00:50,216050,0.742,8.677,194.4,181.2,194.0
60:00:51,216051,0.742,8.678,194.4,181.2,194.0
60:00:52,216052,0.742,8.665,194.8,181.5,194.3
60:00:53,216053,0.735,8.677,194.4,181.3,194.0
60:00:54,216054,0.735,8.678,194.4,182.8,194.0
60:00:55,216055,0.735,8.674,194.5,194.3,194.0
60:00:56,216056,0.735,8.678,194.4,194.2,194.0
60:00:57,216057,0.735,8.678,194.4,194.2,194.0
60:00:58,216058,0.735,8.681,194.3,194.1,193.9
60:00:59,216059,0.734,8.679,194.4,194.2,194.0
60:01:00,216060,0.733,8.681,194.3,194.1,193.9
60:01:01,216061,0.735,8.679,194.4,194.2,194.0
60:01:02,216062,0.733,8.676,194.4,194.2,194.0
60:01:03,216063,0.730,8.677,194.4,194.2,194.0
60:01:04,216064,0.733,8.679,194.4,194.2,194.0
60:01:05,216065,0.733,8.66,195.0,194.6,194.3
60:01:06,216066,0.730,8.677,194.4,194.2,194.0
60:01:07,216067,0.730,8.677,194.5,194.2,194.0
60:01:08,216068,0.731,8.662,194.8,194.6,194.3
60:01:09,216069,0.730,8.679,194.4,194.2,193.9
60:01:10,216070,0.728,8.674,194.5,194.3,194.1
60:01:11,216071,0.723,8.68,194.3,194.1,193.9
60:01:12,216072,0.730,8.676,194.4,194.2,194.0
60:01:13,216073,0.728,8.668,194.6,194.4,194.2
60:01:14,216074,0.723,8.677,194.4,194.2,194.0
60:01:15,216075,0.721,8.686,194.2,194.0,193.7
60:01:16,216076,0.719,8.68,194.4,194.1,193.9
60:01:17,216077,0.724,8.681,194.4,194.1,193.9
60:01:18,216078,0.723,8.69,194.1,193.8,193.7
60:01:19,216079,0.723,8.68,194.4,194.1,207.7
60:01:20,216080,0.723,8.689,194.1,193.9,207.6
60:01:21,216081,0.721,8.68,194.4,194.1,207.6
60:01:22,216082,0.723,8.68,194.4,194.1,207.7
60:01:23,216083,0.718,8.657,195.0,194.8,208.3
60:01:24,216084,0.719,8.676,194.5,194.3,207.9
60:01:25,216085,0.718,8.659,195.0,194.7,208.3
60:01:26,216086,0.716,8.679,194.5,194.3,208.0
60:01:27,216087,0.716,8.678,194.4,194.2,207.8
60:01:28,216088,0.718,8.678,194.4,194.2,207.8
60:01:29,216089,0.711,8.695,194.0,193.7,207.2
60:01:30,216090,0.711,8.679,194.4,194.2,207.8
60:01:31,216091,0.710,8.678,194.4,194.2,207.9
60:01:32,216092,0.709,8.677,194.4,194.2,207.9
60:01:33,216093,0.714,8.679,194.4,194.2,207.8
60:01:34,216094,0.711,8.678,194.4,194.2,207.9
60:01:35,216095,0.713,8.679,194.4,194.2,207.8
60:01:36,216096,0.707,8.679,194.4,194.2,207.8
60:01:37,216097,0.708,8.679,194.4,194.2,207.8
60:01:38,216098,0.708,8.68,194.4,194.2,207.8
60:01:39,216099,0.711,8.678,194.4,194.2,207.9
60:01:40,216100,0.707,8.68,194.4,194.2,207.8
60:01:41,216101,0.705,8.679,194.4,194.2,207.8
60:01:42,216102,0.706,8.678,194.4,194.2,207.9
60:01:43,216103,0.703,8.679,194.4,194.2,207.9
60:01:44,216104,0.701,8.68,194.4,194.2,207.8
60:01:45,216105,0.699,8.679,194.4,194.2,207.8
60:01:46,216106,0.698,8.68,194.4,194.2,207.8
60:01:47,216107,0.699,8.678,194.5,194.2,207.9
60:01:48,216108,0.696,8.679,194.4,194.2,207.8
60:01:49,216109,0.695,8.679,194.4,194.2,207.8
60:01:50,216110,0.695,8.679,194.5,194.2,207.8
60:01:51,216111,0.695,8.678,194.5,194.2,207.9
60:01:52,216112,0.695,8.679,194.5,194.2,207.9
60:01:53,216113,0.695,8.68,194.5,194.2,207.8
60:01:54,216114,0.695,8.679,194.6,194.2,207.9
60:01:55,216115,0.694,8.68,208.2,194.2,207.8
60:01:56,216116,0.694,8.68,208.3,194.2,207.8
60:01:57,216117,0.692,8.68,208.3,202.3,207.8
60:01:58,216118,0.689,8.679,208.3,208.0,207.9
60:01:59,216119,0.691,8.68,208.3,208.0,207.8
60:02:00,216120,0.692,8.68,208.3,208.0,207.8
60:02:01,216121,0.687,8.68,208.3,208.0,207.8
60:02:02,216122,0.686,8.681,208.2,208.0,207.8
60:02:03,216123,0.687,8.68,208.3,208.0,207.8
60:02:04,216124,0.685,8.681,208.3,208.0,207.8
60:02:05,216125,0.683,8.68,208.3,208.0,207.8
60:02:06,216126,0.682,8.68,208.3,208.0,207.8
60:02:07,216127,0.680,8.681,208.3,208.0,207.8
60:02:08,216128,0.680,8.678,208.3,208.1,207.9
60:02:09,216129,0.682,8.676,208.4,208.1,207.9
60:02:10,216130,0.680,8.679,208.3,208.0,207.9
60:02:11,216131,0.681,8.679,208.3,208.0,207.8
60:02:12,216132,0.680,8.68,208.3,208.0,207.8
60:02:13,216133,0.678,8.679,208.3,208.0,207.8
60:02:14,216134,0.678,8.68,208.3,208.0,207.8
60:02:15,216135,0.676,8.679,208.3,208.0,207.9
60:02:16,216136,0.677,8.681,208.3,208.0,207.8
60:02:17,216137,0.676,8.68,208.3,208.0,207.8
60:02:18,216138,0.672,8.679,208.3,208.0,207.9
60:02:19,216139,0.675,8.68,208.3,208.0,207.8
60:02:20,216140,0.673,8.677,208.4,208.1,207.9
60:02:21,216141,0.674,8.678,208.3,208.1,207.9
60:02:22,216142,0.671,8.678,208.4,208.1,207.9
60:02:23,216143,0.668,8.679,208.3,208.0,207.9
60:02:24,216144,0.668,8.68,208.3,208.0,207.9
60:02:25,216145,0.668,8.68,208.3,208.0,207.9
60:02:26,216146,0.665,8.68,208.3,208.0,211.7
60:02:27,216147,0.667,8.678,208.4,208.1,222.7
60:02:28,216148,0.665,8.68,208.3,208.0,222.7
60:02:29,216149,0.660,8.679,208.4,208.1,222.7
60:02:30,216150,0.659,8.666,208.7,208.4,223.2
60:02:31,216151,0.652,8.677,208.4,208.1,222.8
60:02:32,216152,0.654,8.678,208.4,208.1,222.8
60:02:33,216153,0.654,8.681,208.3,208.0,222.7
60:02:34,216154,0.654,8.679,208.4,208.1,222.7
60:02:35,216155,0.655,8.68,208.3,208.1,222.7
60:02:36,216156,0.656,8.68,208.3,208.1,222.7
60:02:37,216157,0.656,8.68,208.3,208.1,222.7
60:02:38,216158,0.651,8.677,208.4,208.2,222.8
60:02:39,216159,0.653,8.678,208.4,208.2,222.8
60:02:40,216160,0.647,8.679,208.3,208.2,222.7
60:02:41,216161,0.648,8.679,208.3,208.2,222.7
60:02:42,216162,0.649,8.699,207.7,207.6,222.1
60:02:43,216163,0.646,8.68,208.3,208.3,222.7
60:02:44,216164,0.649,8.678,208.4,217.9,222.7
60:02:45,216165,0.649,8.682,208.3,222.9,222.6
60:02:46,216166,0.642,8.681,208.3,222.9,222.7
60:02:47,216167,0.645,8.681,208.4,222.9,222.7
60:02:48,216168,0.649,8.684,208.3,222.9,222.6
60:02:49,216169,0.645,8.679,208.4,223.0,222.8
60:02:50,216170,0.641,8.682,208.3,222.8,222.6
60:02:51,216171,0.640,8.68,208.4,222.9,222.7
60:02:52,216172,0.640,8.68,208.4,222.9,222.7
60:02:53,216173,0.642,8.677,208.5,223.0,222.8
60:02:54,216174,0.638,8.679,208.4,222.9,222.7
60:02:55,216175,0.635,8.667,208.8,223.4,223.1
60:02:56,216176,0.635,8.677,208.5,223.0,222.8
60:02:57,216177,0.635,8.68,208.4,222.9,222.8
60:02:58,216178,0.633,8.68,208.5,222.9,222.6
60:02:59,216179,0.637,8.682,208.3,222.9,222.7
60:03:00,216180,0.630,8.672,208.7,223.1,223.0
60:03:01,216181,0.630,8.67,208.6,223.2,223.1
60:03:02,216182,0.628,8.682,208.4,222.9,222.6
60:03:03,216183,0.628,8.695,222.7,222.5,222.3
60:03:04,216184,0.630,8.681,223.2,222.9,222.7
60:03:05,216185,0.628,8.695,222.7,222.5,222.3
60:03:06,216186,0.628,8.685,223.1,222.7,222.5
60:03:07,216187,0.630,8.68,223.4,223.0,222.7
60:03:08,216188,0.627,8.701,222.5,222.2,222.1
60:03:09,216189,0.627,8.677,223.3,223.0,222.8
60:03:10,216190,0.628,8.678,223.4,223.1,222.8
60:03:11,216191,0.620,8.692,222.8,222.7,222.6
60:03:12,216192,0.628,8.67,223.8,223.2,222.9
60:03:13,216193,0.623,8.67,223.5,223.1,223.2
60:03:14,216194,0.625,8.68,223.2,222.9,239.0
60:03:15,216195,0.623,8.68,223.2,222.9,239.0
60:03:16,216196,0.623,8.684,223.1,222.8,238.9
60:03:17,216197,0.623,8.681,223.2,222.9,239.0
60:03:18,216198,0.619,8.68,223.2,222.9,239.0
60:03:19,216199,0.621,8.681,223.2,222.9,239.0
60:03:20,216200,0.622,8.681,223.2,222.9,239.0
60:03:21,216201,0.612,8.68,223.2,222.9,239.0
60:03:22,216202,0.618,8.681,223.2,222.9,239.0
60:03:23,216203,0.618,8.681,223.2,222.9,239.0
60:03:24,216204,0.613,8.681,223.2,222.9,239.0
60:03:25,216205,0.612,8.68,223.2,223.0,239.0
60:03:26,216206,0.613,8.68,223.2,223.0,239.0
60:03:27,216207,0.611,8.681,223.2,222.9,239.0
60:03:28,216208,0.610,8.681,223.2,223.0,239.0
60:03:29,216209,0.616,8.68,223.3,223.0,239.0
60:03:30,216210,0.611,8.68,223.2,223.0,239.0
60:03:31,216211,0.609,8.677,223.3,223.0,239.1
60:03:32,216212,0.611,8.68,223.2,235.3,239.0
60:03:33,216213,0.611,8.68,223.3,239.2,239.1
60:03:34,216214,0.607,8.679,223.3,239.3,239.1
60:03:35,216215,0.609,8.679,223.3,239.2,239.0
60:03:36,216216,0.609,8.68,223.3,239.2,239.0
60:03:37,216217,0.608,8.679,223.3,239.3,239.1
60:03:38,216218,0.604,8.679,223.3,239.3,239.1
60:03:39,216219,0.605,8.679,223.3,239.3,239.1
60:03:40,216220,0.607,8.68,223.3,239.2,239.0
60:03:41,216221,0.597,8.68,223.3,239.2,239.0
60:03:42,216222,0.590,8.678,223.3,239.3,239.1
60:03:43,216223,0.592,8.68,223.3,239.3,239.1
60:03:44,216224,0.596,8.68,223.3,239.2,239.1
60:03:45,216225,0.596,8.68,223.3,239.2,239.0
60:03:46,216226,0.595,8.681,223.3,239.2,239.0
60:03:47,216227,0.590,8.679,223.3,239.3,239.1
60:03:48,216228,0.592,8.68,223.3,239.2,239.0
60:03:49,216229,0.590,8.681,223.3,239.2,239.0
60:03:50,216230,0.586,8.678,223.4,239.3,239.1
60:03:51,216231,0.584,8.681,223.3,239.2,239.0
60:03:52,216232,0.585,8.68,223.3,239.2,239.1
60:03:53,216233,0.585,8.681,223.3,239.2,239.0
60:03:54,216234,0.583,8.681,223.3,239.2,239.0
60:03:55,216235,0.581,8.678,223.3,239.3,239.1
60:03:56,216236,0.573,8.68,223.3,239.2,239.0
60:03:57,216237,0.577,8.68,223.3,239.2,239.0
60:03:58,216238,0.580,8.68,223.3,239.2,239.1
60:03:59,216239,0.572,8.681,223.3,239.2,239.0
60:04:00,216240,0.568,8.679,223.3,239.3,239.1
60:04:01,216241,0.573,8.681,223.3,239.2,239.0
60:04:02,216242,0.570,8.681,223.3,239.2,239.0
60:04:03,216243,0.571,8.678,223.4,239.3,239.1
60:04:04,216244,0.569,8.68,223.3,239.2,239.0
60:04:05,216245,0.564,8.679,223.3,239.3,239.1
60:04:06,216246,0.567,8.68,223.3,239.2,239.0
60:04:07,216247,0.566,8.68,223.3,239.2,239.0
60:04:08,216248,0.558,8.681,223.2,239.2,239.0
60:04:09,216249,0.559,8.681,223.3,239.2,239.0
60:04:10,216250,0.557,8.682,223.2,239.2,239.0
60:04:11,216251,0.551,8.681,223.3,239.2,239.0
60:04:12,216252,0.551,8.688,223.0,239.0,238.8
60:04:13,216253,0.554,8.68,223.3,239.2,239.0
60:04:14,216254,0.551,8.681,223.3,239.2,239.0
60:04:15,216255,0.556,8.683,223.2,239.1,239.0
60:04:16,216256,0.551,8.68,223.3,239.3,239.1
60:04:17,216257,0.546,8.681,223.3,239.2,239.0
60:04:18,216258,0.544,8.68,223.3,239.2,239.0
60:04:19,216259,0.548,8.681,223.3,239.2,239.0
60:04:20,216260,0.550,8.68,223.3,239.2,239.0
60:04:21,216261,0.547,8.683,223.2,239.1,239.0
60:04:22,216262,0.544,8.68,223.3,239.3,239.1
60:04:23,216263,0.543,8.68,223.3,239.2,239.0
60:04:24,216264,0.543,8.68,223.3,239.2,239.0
60:04:25,216265,0.544,8.682,223.2,239.2,239.0
60:04:26,216266,0.541,8.682,223.2,239.2,239.0
60:04:27,216267,0.537,8.681,223.3,239.2,239.0
60:04:28,216268,0.537,8.681,223.3,239.2,239.0
60:04:29,216269,0.537,8.68,223.3,239.3,239.1
60:04:30,216270,0.537,8.681,223.3,239.2,239.0
60:04:31,216271,0.537,8.679,223.3,239.3,239.1
60:04:32,216272,0.537,8.68,223.3,239.3,239.1
60:04:33,216273,0.534,8.681,223.3,239.2,239.0
60:04:34,216274,0.529,8.68,223.3,239.2,239.0
60:04:35,216275,0.525,8.678,223.3,239.3,239.1
60:04:36,216276,0.525,8.68,223.3,239.2,239.0
60:04:37,216277,0.525,8.681,223.3,239.2,239.0
60:04:38,216278,0.530,8.683,223.2,239.1,238.9
60:04:39,216279,0.527,8.682,223.2,239.2,239.0
60:04:40,216280,0.525,8.697,222.7,238.7,238.4
60:04:41,216281,0.525,8.682,223.2,239.2,239.0
60:04:42,216282,0.521,8.679,223.3,239.3,239.1
60:04:43,216283,0.520,8.68,223.2,239.2,239.1
60:04:44,216284,0.520,8.683,223.2,239.1,239.0
60:04:45,216285,0.521,8.68,223.3,239.2,239.0
60:04:46,216286,0.516,8.683,223.3,239.1,238.8
60:04:47,216287,0.516,8.678,223.4,239.4,239.1
60:04:48,216288,0.511,8.674,223.5,239.5,239.3
60:04:49,216289,0.520,8.679,223.3,239.3,239.1
60:04:50,216290,0.511,8.678,223.4,239.4,239.1
60:04:51,216291,0.516,8.662,223.9,239.9,239.6
60:04:52,216292,0.511,8.681,223.3,239.2,239.0
60:04:53,216293,0.515,8.68,223.3,239.2,239.0
60:04:54,216294,0.515,8.68,223.3,239.2,239.0
60:04:55,216295,0.516,8.68,223.3,239.2,238.8
60:04:56,216296,0.516,8.68,223.3,239.4,238.8
60:04:57,216297,0.507,8.679,223.3,239.3,239.1
60:04:58,216298,0.507,8.681,223.3,239.2,239.0
60:04:59,216299,0.506,8.681,223.3,239.2,239.0
60:05:00,216300,0.504,8.68,223.3,239.2,239.0
60:05:01,216301,0.505,8.68,223.3,239.2,239.0
60:05:02,216302,0.500,8.679,223.3,239.3,239.1
60:05:03,216303,0.502,8.68,223.3,239.2,239.0
60:05:04,216304,0.500,8.679,223.3,239.3,239.1
60:05:05,216305,0.493,8.68,223.3,239.2,239.0
60:05:06,216306,0.496,8.681,223.3,239.2,239.0
60:05:07,216307,0.498,8.681,223.2,239.2,239.0
60:05:08,216308,0.493,8.68,223.3,239.2,239.0
60:05:09,216309,0.491,8.68,223.3,239.2,239.0
60:05:10,216310,0.494,8.677,223.4,239.3,239.1
60:05:11,216311,0.492,8.679,223.3,239.3,239.1
60:05:12,216312,0.491,8.681,223.3,239.2,239.0
60:05:13,216313,0.486,8.679,223.3,239.3,239.1
60:05:14,216314,0.487,8.68,223.3,239.2,239.0
60:05:15,216315,0.485,8.678,223.3,239.3,239.1
60:05:16,216316,0.484,8.68,223.3,239.3,239.0
60:05:17,216317,0.484,8.679,223.3,239.2,239.0
60:05:18,216318,0.484,8.679,223.3,239.3,239.1
60:05:19,216319,0.480,8.681,223.2,239.2,239.0
60:05:20,216320,0.481,8.679,223.3,239.3,239.1
60:05:21,216321,0.480,8.68,223.3,239.2,239.0
60:05:22,216322,0.479,8.68,223.3,239.2,239.0
60:05:23,216323,0.477,8.68,223.3,239.2,239.0
60:05:24,216324,0.479,8.68,223.3,239.2,239.0
60:05:25,216325,0.479,8.68,223.3,239.2,239.0
60:05:26,216326,0.479,8.68,223.3,239.2,239.0
60:05:27,216327,0.477,8.68,223.3,239.2,239.0
60:05:28,216328,0.477,8.679,223.3,239.2,239.0
60:05:29,216329,0.473,8.68,223.3,239.2,239.0
60:05:30,216330,0.472,8.68,223.3,239.2,239.0
60:05:31,216331,0.470,8.679,223.3,239.3,239.1
60:05:32,216332,0.468,8.679,223.3,239.3,239.0
60:05:33,216333,0.469,8.68,223.3,239.2,239.0
60:05:34,216334,0.469,8.681,223.2,239.2,239.0
60:05:35,216335,0.465,8.678,223.3,239.3,239.1
60:05:36,216336,0.465,8.679,223.3,239.3,239.1
60:05:37,216337,0.465,8.68,223.3,239.2,239.0
60:05:38,216338,0.463,8.678,223.3,239.3,239.1
60:05:39,216339,0.463,8.679,223.3,239.3,239.0
60:05:40,216340,0.459,8.68,223.2,239.2,239.0
60:05:41,216341,0.462,8.679,223.3,239.3,239.0
60:05:42,216342,0.461,8.681,223.3,239.2,239.0
60:05:43,216343,0.456,8.679,223.3,239.3,239.1
60:05:44,216344,0.453,8.679,223.3,239.3,239.0
60:05:45,216345,0.453,8.679,223.3,239.3,239.1
60:05:46,216346,0.453,8.679,223.3,239.3,239.1
60:05:47,216347,0.453,8.679,223.3,239.3,239.1
60:05:48,216348,0.453,8.682,223.2,239.1,238.9
60:05:49,216349,0.447,8.679,223.3,239.3,239.0
60:05:50,216350,0.450,8.681,223.2,239.2,239.0
60:05:51,216351,0.446,8.681,223.2,239.2,239.0
60:05:52,216352,0.444,8.679,223.3,239.3,239.0
60:05:53,216353,0.462,8.681,223.3,239.2,239.0
60:05:54,216354,0.628,8.683,211.4,210.6,225.7
60:05:55,216355,0.749,8.682,183.0,180.3,194.6
60:05:56,216356,0.850,8.679,158.1,157.2,168.0
60:05:57,216357,0.945,8.678,138.5,138.1,147.7
60:05:58,216358,1.068,8.679,122.4,121.9,129.6
60:05:59,216359,1.156,8.679,108.7,108.8,115.8
60:06:00,216360,1.261,8.679,96.9,97.0,102.9
60:06:01,216361,1.370,8.678,85.5,85.8,91.8
60:06:02,216362,1.497,8.678,73.6,73.7,79.8
60:06:03,216363,1.591,8.676,68.1,67.9,73.4
60:06:04,216364,1.713,8.681,62.5,62.3,65.1
60:06:05,216365,1.714,8.68,62.5,62.3,62.3
60:06:06,216366,1.701,8.68,62.5,62.3,62.2
60:06:07,216367,1.706,8.681,62.5,62.3,62.3
60:06:08,216368,1.699,8.679,62.5,62.3,62.3
60:06:09,216369,1.696,8.68,62.5,62.3,62.3
60:06:10,216370,1.696,8.682,62.5,62.3,62.3
60:06:11,216371,1.692,8.681,62.5,62.3,62.3
60:06:12,216372,1.696,8.681,62.5,62.3,62.3
60:06:13,216373,1.696,8.681,62.5,62.3,62.3
60:06:14,216374,1.695,8.681,62.5,62.3,62.4
60:06:15,216375,1.696,8.68,62.5,62.3,67.9
60:06:16,216376,1.693,8.68,62.5,62.3,67.9
60:06:17,216377,1.691,8.681,62.5,62.3,67.9
60:06:18,216378,1.688,8.672,62.5,62.4,67.9
60:06:19,216379,1.683,8.681,62.5,62.3,67.9
60:06:20,216380,1.683,8.681,62.5,62.3,67.9
60:06:21,216381,1.685,8.681,62.5,62.3,67.9
60:06:22,216382,1.684,8.68,62.5,62.3,67.9
60:06:23,216383,1.684,8.684,62.5,62.3,67.8
60:06:24,216384,1.685,8.683,62.5,62.3,67.9
60:06:25,216385,1.683,8.681,62.5,62.3,67.9
60:06:26,216386,1.683,8.693,62.4,62.2,67.8
60:06:27,216387,1.681,8.682,62.5,62.3,67.9
60:06:28,216388,1.681,8.679,62.5,62.3,67.9
60:06:29,216389,1.681,8.682,62.5,62.3,67.9
60:06:30,216390,1.677,8.682,62.5,62.3,67.9
60:06:31,216391,1.677,8.659,62.7,62.5,68.0
60:06:32,216392,1.672,8.682,62.5,62.3,67.8
60:06:33,216393,1.676,8.682,62.5,62.3,67.9
60:06:34,216394,1.674,8.682,62.5,62.3,67.9
60:06:35,216395,1.674,8.681,62.5,62.3,67.8
60:06:36,216396,1.669,8.693,62.4,62.3,67.7
60:06:37,216397,1.667,8.685,68.1,62.5,67.8
60:06:38,216398,1.662,8.699,67.9,67.8,67.8
60:06:39,216399,1.670,8.666,68.2,68.0,68.0
60:06:40,216400,1.663,8.67,68.2,68.0,67.9
60:06:41,216401,1.663,8.676,68.1,68.1,67.9
60:06:42,216402,1.659,8.682,68.1,67.9,67.9
60:06:43,216403,1.662,8.682,68.1,67.9,67.9
60:06:44,216404,1.661,8.682,68.1,67.9,67.9
60:06:45,216405,1.657,8.682,68.1,67.9,67.9
60:06:46,216406,1.657,8.681,68.1,67.9,67.9
60:06:47,216407,1.659,8.68,68.1,68.0,67.9
60:06:48,216408,1.654,8.685,68.1,67.9,67.9
60:06:49,216409,1.653,8.683,68.1,67.9,67.9
60:06:50,216410,1.653,8.684,68.1,67.9,67.8
60:06:51,216411,1.651,8.683,68.1,67.9,67.9
60:06:52,216412,1.648,8.678,68.1,68.0,67.9
60:06:53,216413,1.648,8.682,68.1,67.9,67.9
60:06:54,216414,1.648,8.682,68.1,67.9,67.9
60:06:55,216415,1.647,8.681,68.1,67.9,69.7
60:06:56,216416,1.643,8.682,68.1,67.9,73.4
60:06:57,216417,1.638,8.683,68.1,67.9,73.3
60:06:58,216418,1.636,8.683,68.1,67.9,73.3
60:06:59,216419,1.636,8.685,68.0,67.9,73.3
60:07:00,216420,1.634,8.679,68.1,68.0,73.4
60:07:01,216421,1.639,8.682,68.1,67.9,73.3
60:07:02,216422,1.635,8.681,68.1,67.9,73.4
60:07:03,216423,1.633,8.681,68.1,67.9,73.4
60:07:04,216424,1.634,8.681,68.1,67.9,73.4
60:07:05,216425,1.634,8.68,68.1,67.9,73.4
60:07:06,216426,1.629,8.68,68.1,68.0,73.4
60:07:07,216427,1.629,8.681,68.1,67.9,73.4
60:07:08,216428,1.623,8.679,68.1,68.0,73.4
60:07:09,216429,1.622,8.681,68.1,67.9,73.4
60:07:10,216430,1.622,8.682,68.1,67.9,73.3
60:07:11,216431,1.627,8.682,68.1,67.9,73.3
60:07:12,216432,1.623,8.681,68.1,67.9,73.4
60:07:13,216433,1.620,8.68,68.1,68.0,73.4
60:07:14,216434,1.622,8.682,68.1,67.9,73.3
60:07:15,216435,1.615,8.684,68.1,67.9,73.3
60:07:16,216436,1.618,8.682,68.1,68.0,73.3
60:07:17,216437,1.615,8.68,68.1,68.0,73.4
60:07:18,216438,1.615,8.683,68.1,68.0,73.3
60:07:19,216439,1.608,8.682,68.1,68.1,73.3
60:07:20,216440,1.614,8.68,70.4,71.8,73.3
60:07:21,216441,1.607,8.682,73.6,73.4,73.3
60:07:22,216442,1.604,8.683,73.6,73.4,73.3
60:07:23,216443,1.600,8.678,73.6,73.4,73.4
60:07:24,216444,1.605,8.682,73.6,73.4,73.3
60:07:25,216445,1.603,8.681,73.6,73.4,73.3
60:07:26,216446,1.595,8.682,73.6,73.4,73.3
60:07:27,216447,1.599,8.682,73.6,73.4,73.3
60:07:28,216448,1.596,8.677,73.6,73.4,73.4
60:07:29,216449,1.599,8.682,73.6,73.4,73.3
60:07:30,216450,1.596,8.682,73.6,73.4,73.3
60:07:31,216451,1.596,8.682,73.6,73.4,73.4
60:07:32,216452,1.587,8.681,73.6,73.4,73.3
60:07:33,216453,1.591,8.683,73.6,73.4,73.3
60:07:34,216454,1.591,8.682,73.6,73.4,73.4
60:07:35,216455,1.590,8.683,73.6,73.4,73.4
60:07:36,216456,1.584,8.68,73.6,73.4,73.4
60:07:37,216457,1.581,8.682,73.6,73.4,73.4
60:07:38,216458,1.581,8.68,73.6,73.4,73.4
60:07:39,216459,1.581,8.682,73.6,73.4,73.4
60:07:40,216460,1.581,8.681,73.6,73.4,73.4
60:07:41,216461,1.581,8.683,73.6,73.4,73.4
60:07:42,216462,1.577,8.683,73.6,73.4,78.6
60:07:43,216463,1.577,8.684,73.6,73.4,78.6
60:07:44,216464,1.577,8.68,73.6,73.4,78.7
60:07:45,216465,1.577,8.683,73.6,73.4,78.6
60:07:46,216466,1.569,8.678,73.6,73.4,78.6
60:07:47,216467,1.574,8.682,73.6,73.4,78.6
60:07:48,216468,1.569,8.68,73.6,73.4,78.6
60:07:49,216469,1.568,8.681,73.6,73.4,78.6
60:07:50,216470,1.565,8.684,73.6,73.4,78.6
60:07:51,216471,1.564,8.699,73.4,73.3,78.5
60:07:52,216472,1.567,8.682,73.6,73.4,78.6
60:07:53,216473,1.565,8.681,73.6,73.4,78.6
60:07:54,216474,1.562,8.682,73.6,73.4,78.6
60:07:55,216475,1.560,8.68,73.6,73.4,78.7
60:07:56,216476,1.562,8.696,73.5,73.3,78.6
60:07:57,216477,1.558,8.682,73.6,73.4,78.6
60:07:58,216478,1.560,8.697,73.4,73.3,78.5
60:07:59,216479,1.555,8.683,73.6,73.4,78.6
60:08:00,216480,1.553,8.682,73.6,73.4,78.6
60:08:01,216481,1.550,8.68,73.6,73.4,78.7
60:08:02,216482,1.553,8.683,73.6,73.4,78.6
60:08:03,216483,1.551,8.669,73.7,73.5,78.7
60:08:04,216484,1.548,8.679,73.7,73.5,78.6
