,,GWRV Last (V),PSV Last (V),G1R Last,G2R Last,G3R Last
108:02:54,388974,0.645,8.675,208.4,208.1,208.0
108:02:55,388975,0.644,8.675,208.4,208.1,208.0
108:02:56,388976,0.650,8.675,208.5,208.2,208.0
108:02:57,388977,0.647,8.675,208.5,208.2,208.0
108:02:58,388978,0.647,8.675,208.4,208.2,208.0
108:02:59,388979,0.646,8.675,208.4,208.1,208.0
108:03:00,388980,0.644,8.675,208.5,208.2,222.8
108:03:01,388981,0.644,8.676,208.4,208.2,222.8
108:03:02,388982,0.646,8.675,208.5,208.2,222.8
108:03:03,388983,0.639,8.675,208.4,208.2,222.8
108:03:04,388984,0.644,8.675,208.5,208.2,222.8
108:03:05,388985,0.640,8.675,208.5,208.2,222.8
108:03:06,388986,0.644,8.676,208.4,208.2,222.8
108:03:07,388987,0.638,8.675,208.5,208.2,222.8
108:03:08,388988,0.639,8.675,208.5,208.2,222.8
108:03:09,388989,0.637,8.676,208.5,208.2,222.8
108:03:10,388990,0.635,8.675,208.5,208.3,222.8
108:03:11,388991,0.639,8.675,208.5,208.4,222.8
108:03:12,388992,0.636,8.675,208.5,222.1,222.8
108:03:13,388993,0.635,8.674,208.5,223.1,222.8
108:03:14,388994,0.636,8.675,208.5,223.1,222.8
108:03:15,388995,0.633,8.674,208.5,223.1,222.8
108:03:16,388996,0.633,8.674,208.5,223.1,222.8
108:03:17,388997,0.630,8.674,208.5,223.1,222.8
108:03:18,388998,0.633,8.674,208.5,223.1,222.8
108:03:19,388999,0.629,8.675,208.5,223.0,222.8
108:03:20,389000,0.628,8.675,208.5,223.0,222.8
108:03:21,389001,0.630,8.673,208.6,223.1,222.8
108:03:22,389002,0.630,8.676,208.5,223.0,222.8
108:03:23,389003,0.630,8.673,208.6,223.1,222.9
108:03:24,389004,0.627,8.674,208.5,223.1,222.8
108:03:25,389005,0.625,8.674,208.6,223.1,222.8
108:03:26,389006,0.629,8.673,208.6,223.1,222.8
108:03:27,389007,0.625,8.675,223.4,223.0,222.8
108:03:28,389008,0.623,8.674,223.4,223.0,222.8
108:03:29,389009,0.624,8.675,223.4,223.0,222.8
108:03:30,389010,0.624,8.675,223.4,223.0,222.8
108:03:31,389011,0.623,8.674,223.4,223.0,222.8
108:03:32,389012,0.623,8.675,223.3,223.0,222.8
108:03:33,389013,0.623,8.675,223.4,223.0,222.8
108:03:34,389014,0.623,8.675,223.4,223.0,222.8
108:03:35,389015,0.621,8.676,223.3,223.0,222.8
108:03:36,389016,0.623,8.675,223.4,223.0,222.8
108:03:37,389017,0.621,8.675,223.4,223.0,222.8
108:03:38,389018,0.618,8.675,223.4,223.0,222.8
108:03:39,389019,0.614,8.675,223.4,223.0,222.8
108:03:40,389020,0.616,8.676,223.3,223.0,222.8
108:03:41,389021,0.618,8.675,223.4,223.0,222.8
108:03:42,389022,0.613,8.675,223.4,223.0,222.8
108:03:43,389023,0.618,8.675,223.4,223.0,222.8
108:03:44,389024,0.611,8.675,223.3,223.0,222.8
108:03:45,389025,0.614,8.675,223.4,223.0,222.8
108:03:46,389026,0.609,8.674,223.4,223.0,222.8
108:03:47,389027,0.611,8.674,223.4,223.0,226.6
108:03:48,389028,0.611,8.675,223.4,223.1,239.2
108:03:49,389029,0.611,8.674,223.4,223.1,239.2
108:03:50,389030,0.606,8.675,223.4,223.0,239.1
108:03:51,389031,0.611,8.675,223.4,223.1,239.1
108:03:52,389032,0.611,8.675,223.4,223.1,239.1
108:03:53,389033,0.604,8.676,223.4,223.1,239.1
108:03:54,389034,0.611,8.674,223.4,223.1,239.2
108:03:55,389035,0.604,8.675,223.4,223.1,239.1
108:03:56,389036,0.604,8.675,223.4,223.1,239.2
108:03:57,389037,0.606,8.674,223.4,223.1,239.2
108:03:58,389038,0.604,8.675,223.4,223.1,239.1
108:03:59,389039,0.599,8.674,223.4,223.1,239.2
108:04:00,389040,0.604,8.675,223.4,223.1,239.2
108:04:01,389041,0.604,8.675,223.4,223.1,239.1
108:04:02,389042,0.596,8.674,223.4,239.4,239.2
108:04:03,389043,0.594,8.675,223.4,239.3,239.1
108:04:04,389044,0.594,8.675,223.4,239.4,239.1
108:04:05,389045,0.599,8.675,223.4,239.4,239.1
108:04:06,389046,0.592,8.675,223.4,239.3,239.1
108:04:07,389047,0.596,8.675,223.5,239.3,239.2
108:04:08,389048,0.587,8.676,223.4,239.3,239.1
108:04:09,389049,0.596,8.675,223.5,239.3,239.2
108:04:10,389050,0.596,8.676,239.7,239.3,239.1
108:04:11,389051,0.592,8.676,239.7,239.3,239.1
108:04:12,389052,0.587,8.675,239.7,239.3,239.1
108:04:13,389053,0.584,8.677,239.7,239.3,239.1
108:04:14,389054,0.587,8.675,239.7,239.3,239.1
108:04:15,389055,0.584,8.675,239.7,239.3,239.1
108:04:16,389056,0.584,8.677,239.6,239.3,239.1
108:04:17,389057,0.577,8.675,239.7,239.3,239.1
108:04:18,389058,0.584,8.675,239.7,239.3,239.1
108:04:19,389059,0.577,8.676,239.7,239.3,239.1
108:04:20,389060,0.579,8.676,239.7,239.3,239.1
108:04:21,389061,0.577,8.676,239.7,239.3,239.1
108:04:22,389062,0.577,8.675,239.7,239.3,239.1
108:04:23,389063,0.577,8.676,239.7,239.3,239.1
108:04:24,389064,0.577,8.676,239.7,239.3,239.1
108:04:25,389065,0.570,8.675,239.7,239.3,239.1
108:04:26,389066,0.577,8.676,239.7,239.3,239.1
108:04:27,389067,0.573,8.675,239.7,239.4,239.1
108:04:28,389068,0.570,8.675,239.7,239.3,239.1
108:04:29,389069,0.566,8.676,239.7,239.3,239.1
108:04:30,389070,0.559,8.675,239.7,239.3,239.1
108:04:31,389071,0.568,8.676,239.7,239.3,239.1
108:04:32,389072,0.568,8.675,239.7,239.3,239.1
108:04:33,389073,0.561,8.675,239.7,239.3,239.1
108:04:34,389074,0.556,8.676,239.7,239.3,239.1
108:04:35,389075,0.556,8.675,239.7,239.3,239.1
108:04:36,389076,0.556,8.676,239.7,239.3,239.1
108:04:37,389077,0.556,8.676,239.7,239.3,239.1
108:04:38,389078,0.556,8.675,239.7,239.4,239.1
108:04:39,389079,0.556,8.675,239.7,239.3,239.2
108:04:40,389080,0.554,8.675,239.7,239.3,239.1
108:04:41,389081,0.554,8.676,239.7,239.3,239.1
108:04:42,389082,0.552,8.676,239.7,239.3,239.1
108:04:43,389083,0.547,8.675,239.7,239.3,239.1
108:04:44,389084,0.542,8.676,239.7,239.3,239.1
108:04:45,389085,0.547,8.675,239.7,239.3,239.1
108:04:46,389086,0.547,8.675,239.7,239.3,239.1
108:04:47,389087,0.547,8.676,239.7,239.3,239.1
108:04:48,389088,0.544,8.675,239.7,239.3,239.1
108:04:49,389089,0.542,8.676,239.7,239.3,239.1
108:04:50,389090,0.542,8.675,239.7,239.3,239.1
108:04:51,389091,0.537,8.675,239.7,239.3,239.1
108:04:52,389092,0.544,8.676,239.7,239.3,239.1
108:04:53,389093,0.533,8.675,239.7,239.3,239.1
108:04:54,389094,0.533,8.676,239.7,239.3,239.1
108:04:55,389095,0.537,8.675,239.7,239.4,239.1
108:04:56,389096,0.533,8.675,239.7,239.4,239.1
108:04:57,389097,0.533,8.676,239.7,239.3,239.1
108:04:58,389098,0.533,8.675,239.7,239.3,239.1
108:04:59,389099,0.533,8.675,239.7,239.3,239.1
108:05:00,389100,0.533,8.675,239.7,239.4,239.1
108:05:01,389101,0.533,8.675,239.7,239.4,239.1
108:05:02,389102,0.526,8.676,239.7,239.3,239.1
108:05:03,389103,0.521,8.676,239.7,239.3,239.1
108:05:04,389104,0.519,8.675,239.7,239.3,239.1
108:05:05,389105,0.521,8.675,239.7,239.4,239.1
108:05:06,389106,0.516,8.675,239.7,239.4,239.1
108:05:07,389107,0.521,8.676,239.7,239.3,239.1
108:05:08,389108,0.521,8.674,239.7,239.4,239.2
108:05:09,389109,0.519,8.675,239.7,239.4,239.1
108:05:10,389110,0.516,8.675,239.7,239.3,239.1
108:05:11,389111,0.519,8.675,239.7,239.3,239.1
108:05:12,389112,0.511,8.675,239.7,239.3,239.1
108:05:13,389113,0.514,8.675,239.7,239.4,239.1
108:05:14,389114,0.511,8.676,239.7,239.3,239.1
108:05:15,389115,0.511,8.676,239.7,239.3,239.1
108:05:16,389116,0.506,8.675,239.7,239.4,239.1
108:05:17,389117,0.514,8.676,239.7,239.3,239.1
108:05:18,389118,0.511,8.676,239.7,239.3,239.1
108:05:19,389119,0.511,8.676,239.7,239.3,239.1
108:05:20,389120,0.511,8.676,239.7,239.3,239.1
108:05:21,389121,0.511,8.676,239.7,239.3,239.1
108:05:22,389122,0.506,8.676,239.7,239.4,239.1
108:05:23,389123,0.506,8.677,239.7,239.3,239.1
108:05:24,389124,0.504,8.676,239.7,239.3,239.1
108:05:25,389125,0.504,8.676,239.7,239.3,239.1
108:05:26,389126,0.506,8.675,239.7,239.4,239.1
108:05:27,389127,0.506,8.675,239.7,239.4,239.1
108:05:28,389128,0.501,8.676,239.7,239.4,239.1
108:05:29,389129,0.498,8.675,239.7,239.3,239.1
108:05:30,389130,0.492,8.677,239.7,239.3,239.1
108:05:31,389131,0.494,8.676,239.7,239.4,239.1
108:05:32,389132,0.498,8.676,239.7,239.3,239.1
108:05:33,389133,0.494,8.676,239.7,239.3,239.1
108:05:34,389134,0.493,8.676,239.7,239.3,239.1
108:05:35,389135,0.485,8.677,239.7,239.3,239.1
108:05:36,389136,0.489,8.676,239.7,239.3,239.1
108:05:37,389137,0.489,8.675,239.7,239.4,239.1
108:05:38,389138,0.487,8.676,239.7,239.3,239.1
108:05:39,389139,0.487,8.675,239.7,239.4,239.1
108:05:40,389140,0.487,8.676,239.7,239.3,239.1
108:05:41,389141,0.487,8.676,239.7,239.4,239.1
108:05:42,389142,0.485,8.675,239.7,239.3,239.1
108:05:43,389143,0.484,8.676,239.7,239.3,239.1
108:05:44,389144,0.479,8.675,239.7,239.3,239.1
108:05:45,389145,0.478,8.676,239.7,239.3,239.1
108:05:46,389146,0.479,8.676,239.7,239.4,239.1
108:05:47,389147,0.475,8.675,239.7,239.4,239.1
108:05:48,389148,0.475,8.676,239.7,239.3,239.1
108:05:49,389149,0.475,8.676,239.7,239.3,239.1
108:05:50,389150,0.475,8.676,239.7,239.3,239.1
108:05:51,389151,0.473,8.676,239.7,239.4,239.1
108:05:52,389152,0.469,8.676,239.7,239.3,239.1
108:05:53,389153,0.471,8.676,239.7,239.3,239.1
108:05:54,389154,0.471,8.675,239.7,239.3,239.1
108:05:55,389155,0.467,8.675,239.7,239.3,239.1
108:05:56,389156,0.467,8.676,239.7,239.4,239.1
108:05:57,389157,0.464,8.675,239.7,239.4,239.1
108:05:58,389158,0.466,8.676,239.7,239.3,239.1
108:05:59,389159,0.464,8.675,239.7,239.4,239.1
108:06:00,389160,0.462,8.675,239.7,239.4,239.1
108:06:01,389161,0.461,8.676,239.7,239.3,239.1
108:06:02,389162,0.458,8.675,239.7,239.4,239.1
108:06:03,389163,0.459,8.676,239.7,239.3,239.1
108:06:04,389164,0.459,8.676,239.7,239.3,239.1
108:06:05,389165,0.459,8.675,239.7,239.3,239.1
108:06:06,389166,0.459,8.676,239.7,239.3,239.1
108:06:07,389167,0.459,8.675,239.7,239.3,239.1
108:06:08,389168,0.454,8.676,239.7,239.3,239.1
108:06:09,389169,0.451,8.676,239.7,239.3,239.1
108:06:10,389170,0.451,8.675,239.7,239.4,239.1
108:06:11,389171,0.454,8.679,239.7,239.3,239.1
108:06:12,389172,0.556,8.677,225.4,226.5,239.1
108:06:13,389173,0.693,8.676,194.5,192.2,203.5
108:06:14,389174,0.805,8.676,169.2,164.9,177.6
108:06:15,389175,0.906,8.672,146.7,145.7,154.1
108:06:16,389176,1.021,8.674,128.6,127.3,136.1
108:06:17,389177,1.121,8.673,113.7,112.9,120.0
108:06:18,389178,1.225,8.673,101.2,101.1,105.8
108:06:19,389179,1.340,8.673,89.6,89.5,94.7
108:06:20,389180,1.461,8.672,79.0,78.8,84.0
108:06:21,389181,1.558,8.672,68.1,68.0,73.4
108:06:22,389182,1.685,8.675,62.5,62.3,67.9
108:06:23,389183,1.704,8.675,62.5,62.3,62.3
108:06:24,389184,1.683,8.676,62.5,62.3,62.3
108:06:25,389185,1.690,8.675,62.5,62.3,62.3
108:06:26,389186,1.690,8.675,62.5,62.3,62.3
108:06:27,389187,1.683,8.677,62.5,62.3,62.3
108:06:28,389188,1.683,8.675,62.5,62.3,62.3
108:06:29,389189,1.681,8.676,62.5,62.3,62.3
108:06:30,389190,1.681,8.675,62.5,62.3,62.3
108:06:31,389191,1.683,8.675,62.5,62.3,62.3
108:06:32,389192,1.681,8.676,62.5,62.3,62.3
108:06:33,389193,1.678,8.676,62.5,62.3,62.3
108:06:34,389194,1.683,8.677,62.5,62.3,62.3
108:06:35,389195,1.678,8.675,62.5,62.3,62.3
108:06:36,389196,1.674,8.675,62.5,62.3,62.3
108:06:37,389197,1.678,8.677,62.5,62.3,62.3
108:06:38,389198,1.671,8.675,62.5,62.3,62.3
108:06:39,389199,1.672,8.677,62.5,62.3,62.3
108:06:40,389200,1.672,8.676,62.5,62.3,62.3
108:06:41,389201,1.669,8.675,62.5,62.3,62.3
108:06:42,389202,1.671,8.677,62.5,62.3,62.3
108:06:43,389203,1.669,8.676,62.5,62.3,62.3
108:06:44,389204,1.665,8.677,62.5,62.3,67.9
108:06:45,389205,1.669,8.677,62.5,62.3,67.9
108:06:46,389206,1.664,8.676,62.5,62.3,67.9
108:06:47,389207,1.664,8.677,62.5,62.3,67.9
108:06:48,389208,1.664,8.676,62.5,62.3,67.9
108:06:49,389209,1.664,8.678,62.5,62.3,67.9
108:06:50,389210,1.663,8.677,62.5,62.3,67.9
108:06:51,389211,1.657,8.677,62.5,62.3,67.9
108:06:52,389212,1.655,8.678,62.5,62.3,67.9
108:06:53,389213,1.656,8.677,62.5,62.3,67.9
108:06:54,389214,1.656,8.676,62.6,62.3,67.9
108:06:55,389215,1.657,8.677,62.6,62.3,67.9
108:06:56,389216,1.653,8.676,62.6,62.3,67.9
108:06:57,389217,1.653,8.677,62.6,62.4,67.9
108:06:58,389218,1.648,8.676,62.6,62.4,67.9
108:06:59,389219,1.650,8.677,68.1,62.4,67.9
108:07:00,389220,1.650,8.676,68.1,62.4,67.9
108:07:01,389221,1.650,8.676,68.1,62.4,67.9
108:07:02,389222,1.650,8.676,68.1,62.5,67.9
108:07:03,389223,1.650,8.677,68.1,68.0,67.9
108:07:04,389224,1.643,8.677,68.1,68.0,67.9
108:07:05,389225,1.639,8.677,68.1,68.0,67.9
108:07:06,389226,1.643,8.677,68.1,68.0,67.9
108:07:07,389227,1.638,8.677,68.1,68.0,67.9
108:07:08,389228,1.643,8.677,68.1,68.0,67.9
108:07:09,389229,1.638,8.677,68.1,68.0,67.9
108:07:10,389230,1.636,8.677,68.1,68.0,67.9
108:07:11,389231,1.629,8.677,68.1,68.0,67.9
108:07:12,389232,1.636,8.677,68.1,68.0,67.9
108:07:13,389233,1.632,8.678,68.1,68.0,67.9
108:07:14,389234,1.631,8.676,68.1,68.0,67.9
108:07:15,389235,1.629,8.677,68.1,68.0,67.9
108:07:16,389236,1.627,8.677,68.1,68.0,67.9
108:07:17,389237,1.629,8.677,68.1,68.0,67.9
108:07:18,389238,1.622,8.677,68.1,68.0,67.9
108:07:19,389239,1.627,8.676,68.1,68.0,67.9
108:07:20,389240,1.627,8.677,68.1,68.0,67.9
108:07:21,389241,1.624,8.677,68.1,68.0,67.9
108:07:22,389242,1.620,8.677,68.1,68.0,67.9
108:07:23,389243,1.619,8.677,68.1,68.0,68.0
108:07:24,389244,1.617,8.676,68.1,68.0,68.0
108:07:25,389245,1.614,8.677,68.1,68.0,73.4
108:07:26,389246,1.614,8.677,68.1,68.0,73.4
108:07:27,389247,1.616,8.677,68.1,68.0,73.4
108:07:28,389248,1.610,8.677,68.1,68.0,73.4
108:07:29,389249,1.606,8.677,68.1,68.0,73.4
108:07:30,389250,1.605,8.676,68.1,68.0,73.4
108:07:31,389251,1.605,8.677,68.1,68.0,73.4
108:07:32,389252,1.609,8.677,68.1,68.0,73.4
108:07:33,389253,1.606,8.677,68.1,68.0,73.4
108:07:34,389254,1.603,8.677,68.1,68.0,73.4
108:07:35,389255,1.600,8.677,68.1,68.0,73.4
108:07:36,389256,1.600,8.677,68.1,68.0,73.4
108:07:37,389257,1.598,8.676,68.1,68.0,73.4
108:07:38,389258,1.591,8.677,68.1,68.0,73.4
108:07:39,389259,1.598,8.677,68.2,68.0,73.4
108:07:40,389260,1.593,8.677,68.1,68.0,73.4
108:07:41,389261,1.589,8.678,68.2,68.0,73.4
108:07:42,389262,1.589,8.676,68.4,68.0,73.4
108:07:43,389263,1.587,8.676,73.6,68.0,73.4
108:07:44,389264,1.589,8.677,73.6,68.0,73.4
108:07:45,389265,1.589,8.677,73.6,68.1,73.4
108:07:46,389266,1.580,8.678,73.6,72.9,73.4
108:07:47,389267,1.579,8.678,73.6,73.4,73.4
108:07:48,389268,1.584,8.677,73.6,73.4,73.4
108:07:49,389269,1.584,8.678,73.6,73.4,73.4
108:07:50,389270,1.575,8.677,73.6,73.4,73.4
108:07:51,389271,1.579,8.677,73.6,73.4,73.4
108:07:52,389272,1.575,8.677,73.6,73.4,73.4
108:07:53,389273,1.575,8.677,73.6,73.4,73.4
108:07:54,389274,1.575,8.678,73.6,73.4,73.4
108:07:55,389275,1.572,8.677,73.6,73.4,73.4
108:07:56,389276,1.575,8.678,73.6,73.4,73.4
108:07:57,389277,1.567,8.677,73.6,73.4,73.4
108:07:58,389278,1.567,8.678,73.6,73.4,73.4
108:07:59,389279,1.565,8.679,73.6,73.4,73.4
108:08:00,389280,1.563,8.678,73.6,73.4,73.4
108:08:01,389281,1.565,8.678,73.6,73.4,73.4
108:08:02,389282,1.563,8.679,73.6,73.4,73.4
108:08:03,389283,1.563,8.678,73.6,73.4,73.4
108:08:04,389284,1.562,8.679,73.6,73.4,73.4
108:08:05,389285,1.558,8.678,73.6,73.4,73.4
108:08:06,389286,1.560,8.678,73.6,73.4,73.4
108:08:07,389287,1.558,8.679,73.6,73.4,73.4
108:08:08,389288,1.552,8.678,73.6,73.4,73.4
